TimeStamp,CORN
2000-12-15 00:00:00,218.25
2000-12-18 00:00:00,223.25
2000-12-19 00:00:00,225.75
2000-12-20 00:00:00,225.0
2000-12-21 00:00:00,226.25
2000-12-22 00:00:00,226.75
2000-12-26 00:00:00,226.75
2000-12-27 00:00:00,228.75
2000-12-28 00:00:00,230.25
2000-12-29 00:00:00,231.75
2001-01-02 00:00:00,227.25
2001-01-03 00:00:00,230.0
2001-01-04 00:00:00,230.0
2001-01-05 00:00:00,226.0
2001-01-08 00:00:00,225.75
2001-01-09 00:00:00,227.5
2001-01-10 00:00:00,229.5
2001-01-11 00:00:00,222.5
2001-01-12 00:00:00,219.25
2001-01-15 00:00:00,219.25
2001-01-16 00:00:00,216.25
2001-01-17 00:00:00,217.5
2001-01-18 00:00:00,218.0
2001-01-19 00:00:00,215.0
2001-01-22 00:00:00,215.25
2001-01-23 00:00:00,214.0
2001-01-24 00:00:00,215.5
2001-01-25 00:00:00,213.5
2001-01-26 00:00:00,209.5
2001-01-29 00:00:00,208.25
2001-01-30 00:00:00,209.25
2001-01-31 00:00:00,209.0
2001-02-01 00:00:00,211.0
2001-02-02 00:00:00,213.0
2001-02-05 00:00:00,212.0
2001-02-06 00:00:00,213.5
2001-02-07 00:00:00,212.25
2001-02-08 00:00:00,210.0
2001-02-09 00:00:00,210.25
2001-02-12 00:00:00,210.25
2001-02-13 00:00:00,209.75
2001-02-14 00:00:00,212.75
2001-02-15 00:00:00,212.0
2001-02-16 00:00:00,212.0
2001-02-19 00:00:00,212.0
2001-02-20 00:00:00,212.25
2001-02-21 00:00:00,210.5
2001-02-22 00:00:00,209.75
2001-02-23 00:00:00,209.25
2001-02-26 00:00:00,209.25
2001-02-27 00:00:00,210.5
2001-02-28 00:00:00,214.5
2001-03-01 00:00:00,216.5
2001-03-02 00:00:00,215.75
2001-03-05 00:00:00,215.5
2001-03-06 00:00:00,216.0
2001-03-07 00:00:00,213.25
2001-03-08 00:00:00,213.5
2001-03-09 00:00:00,213.25
2001-03-12 00:00:00,214.5
2001-03-13 00:00:00,214.25
2001-03-14 00:00:00,211.5
2001-03-15 00:00:00,210.75
2001-03-16 00:00:00,207.5
2001-03-19 00:00:00,209.0
2001-03-20 00:00:00,211.5
2001-03-21 00:00:00,210.25
2001-03-22 00:00:00,205.25
2001-03-23 00:00:00,207.0
2001-03-26 00:00:00,209.75
2001-03-27 00:00:00,211.0
2001-03-28 00:00:00,209.25
2001-03-29 00:00:00,207.25
2001-03-30 00:00:00,203.25
2001-04-02 00:00:00,208.25
2001-04-03 00:00:00,209.25
2001-04-04 00:00:00,211.75
2001-04-05 00:00:00,212.25
2001-04-06 00:00:00,210.25
2001-04-09 00:00:00,210.75
2001-04-10 00:00:00,209.0
2001-04-11 00:00:00,210.5
2001-04-12 00:00:00,211.75
2001-04-16 00:00:00,212.0
2001-04-17 00:00:00,209.25
2001-04-18 00:00:00,209.0
2001-04-19 00:00:00,204.5
2001-04-20 00:00:00,202.0
2001-04-23 00:00:00,196.5
2001-04-24 00:00:00,194.5
2001-04-25 00:00:00,195.5
2001-04-26 00:00:00,199.75
2001-04-27 00:00:00,196.0
2001-04-30 00:00:00,199.25
2001-05-01 00:00:00,199.25
2001-05-02 00:00:00,200.75
2001-05-03 00:00:00,200.5
2001-05-04 00:00:00,202.75
2001-05-07 00:00:00,200.75
2001-05-08 00:00:00,197.75
2001-05-09 00:00:00,197.75
2001-05-10 00:00:00,191.5
2001-05-11 00:00:00,189.75
2001-05-14 00:00:00,195.5
2001-05-15 00:00:00,201.75
2001-05-16 00:00:00,201.5
2001-05-17 00:00:00,201.25
2001-05-18 00:00:00,199.75
2001-05-21 00:00:00,194.0
2001-05-22 00:00:00,191.25
2001-05-23 00:00:00,192.25
2001-05-24 00:00:00,193.75
2001-05-25 00:00:00,191.25
2001-05-29 00:00:00,189.25
2001-05-30 00:00:00,190.0
2001-05-31 00:00:00,192.75
2001-06-01 00:00:00,198.75
2001-06-04 00:00:00,195.75
2001-06-05 00:00:00,195.5
2001-06-06 00:00:00,198.5
2001-06-07 00:00:00,198.5
2001-06-08 00:00:00,197.25
2001-06-11 00:00:00,198.75
2001-06-12 00:00:00,197.25
2001-06-13 00:00:00,196.5
2001-06-14 00:00:00,194.75
2001-06-15 00:00:00,190.5
2001-06-18 00:00:00,190.5
2001-06-19 00:00:00,193.0
2001-06-20 00:00:00,190.25
2001-06-21 00:00:00,188.25
2001-06-22 00:00:00,187.25
2001-06-25 00:00:00,184.5
2001-06-26 00:00:00,185.25
2001-06-27 00:00:00,188.0
2001-06-28 00:00:00,189.25
2001-06-29 00:00:00,188.75
2001-07-02 00:00:00,191.0
2001-07-03 00:00:00,194.5
2001-07-04 00:00:00,194.5
2001-07-05 00:00:00,198.0
2001-07-06 00:00:00,199.75
2001-07-09 00:00:00,203.75
2001-07-10 00:00:00,209.0
2001-07-11 00:00:00,217.0
2001-07-12 00:00:00,226.75
2001-07-13 00:00:00,220.75
2001-07-16 00:00:00,216.25
2001-07-17 00:00:00,224.75
2001-07-18 00:00:00,216.5
2001-07-19 00:00:00,216.5
2001-07-20 00:00:00,209.0
2001-07-23 00:00:00,209.25
2001-07-24 00:00:00,215.0
2001-07-25 00:00:00,219.25
2001-07-26 00:00:00,218.25
2001-07-27 00:00:00,220.5
2001-07-30 00:00:00,217.0
2001-07-31 00:00:00,218.75
2001-08-01 00:00:00,215.25
2001-08-02 00:00:00,213.5
2001-08-03 00:00:00,210.5
2001-08-06 00:00:00,212.5
2001-08-07 00:00:00,216.0
2001-08-08 00:00:00,217.5
2001-08-09 00:00:00,219.75
2001-08-10 00:00:00,222.0
2001-08-13 00:00:00,224.75
2001-08-14 00:00:00,221.75
2001-08-15 00:00:00,219.5
2001-08-16 00:00:00,217.0
2001-08-17 00:00:00,215.75
2001-08-20 00:00:00,212.5
2001-08-21 00:00:00,215.5
2001-08-22 00:00:00,215.5
2001-08-23 00:00:00,219.0
2001-08-24 00:00:00,214.75
2001-08-27 00:00:00,217.75
2001-08-28 00:00:00,216.0
2001-08-29 00:00:00,218.0
2001-08-30 00:00:00,216.5
2001-08-31 00:00:00,219.0
2001-09-03 00:00:00,219.0
2001-09-04 00:00:00,218.5
2001-09-05 00:00:00,217.25
2001-09-06 00:00:00,214.25
2001-09-07 00:00:00,213.75
2001-09-10 00:00:00,214.25
2001-09-11 00:00:00,214.25
2001-09-12 00:00:00,214.25
2001-09-13 00:00:00,218.0
2001-09-14 00:00:00,214.0
2001-09-17 00:00:00,221.75
2001-09-18 00:00:00,218.5
2001-09-19 00:00:00,216.0
2001-09-20 00:00:00,218.75
2001-09-21 00:00:00,217.25
2001-09-24 00:00:00,215.75
2001-09-25 00:00:00,215.5
2001-09-26 00:00:00,216.75
2001-09-27 00:00:00,216.0
2001-09-28 00:00:00,214.5
2001-10-01 00:00:00,210.5
2001-10-02 00:00:00,209.25
2001-10-03 00:00:00,210.75
2001-10-04 00:00:00,211.5
2001-10-05 00:00:00,214.25
2001-10-08 00:00:00,215.5
2001-10-09 00:00:00,213.0
2001-10-10 00:00:00,214.25
2001-10-11 00:00:00,213.25
2001-10-12 00:00:00,208.5
2001-10-15 00:00:00,206.0
2001-10-16 00:00:00,206.75
2001-10-17 00:00:00,207.75
2001-10-18 00:00:00,205.25
2001-10-19 00:00:00,205.5
2001-10-22 00:00:00,204.25
2001-10-23 00:00:00,204.25
2001-10-24 00:00:00,206.5
2001-10-25 00:00:00,206.5
2001-10-26 00:00:00,205.5
2001-10-29 00:00:00,203.5
2001-10-30 00:00:00,206.0
2001-10-31 00:00:00,205.5
2001-11-01 00:00:00,204.0
2001-11-02 00:00:00,202.25
2001-11-05 00:00:00,202.75
2001-11-06 00:00:00,202.5
2001-11-07 00:00:00,202.5
2001-11-08 00:00:00,202.75
2001-11-09 00:00:00,206.0
2001-11-12 00:00:00,206.0
2001-11-13 00:00:00,205.0
2001-11-14 00:00:00,206.5
2001-11-15 00:00:00,206.0
2001-11-16 00:00:00,207.25
2001-11-19 00:00:00,209.25
2001-11-20 00:00:00,208.75
2001-11-21 00:00:00,208.75
2001-11-22 00:00:00,208.75
2001-11-23 00:00:00,208.25
2001-11-26 00:00:00,203.75
2001-11-27 00:00:00,203.75
2001-11-28 00:00:00,198.75
2001-11-29 00:00:00,199.75
2001-11-30 00:00:00,208.5
2001-12-03 00:00:00,209.75
2001-12-04 00:00:00,212.0
2001-12-05 00:00:00,209.75
2001-12-06 00:00:00,205.5
2001-12-07 00:00:00,208.25
2001-12-10 00:00:00,209.0
2001-12-11 00:00:00,209.5
2001-12-12 00:00:00,206.75
2001-12-13 00:00:00,207.25
2001-12-14 00:00:00,207.5
2001-12-17 00:00:00,215.5
2001-12-18 00:00:00,214.0
2001-12-19 00:00:00,214.25
2001-12-20 00:00:00,212.25
2001-12-21 00:00:00,211.5
2001-12-24 00:00:00,211.5
2001-12-26 00:00:00,208.75
2001-12-27 00:00:00,209.5
2001-12-28 00:00:00,209.75
2001-12-31 00:00:00,209.0
2002-01-02 00:00:00,208.5
2002-01-03 00:00:00,210.5
2002-01-04 00:00:00,210.5
2002-01-07 00:00:00,211.5
2002-01-08 00:00:00,211.5
2002-01-09 00:00:00,210.0
2002-01-10 00:00:00,208.75
2002-01-11 00:00:00,212.75
2002-01-14 00:00:00,211.0
2002-01-15 00:00:00,212.75
2002-01-16 00:00:00,214.75
2002-01-17 00:00:00,213.5
2002-01-18 00:00:00,211.75
2002-01-21 00:00:00,211.75
2002-01-22 00:00:00,209.5
2002-01-23 00:00:00,208.75
2002-01-24 00:00:00,209.5
2002-01-25 00:00:00,209.0
2002-01-28 00:00:00,207.5
2002-01-29 00:00:00,206.25
2002-01-30 00:00:00,206.0
2002-01-31 00:00:00,206.0
2002-02-01 00:00:00,204.5
2002-02-04 00:00:00,206.0
2002-02-05 00:00:00,206.25
2002-02-06 00:00:00,204.25
2002-02-07 00:00:00,204.5
2002-02-08 00:00:00,204.75
2002-02-11 00:00:00,205.25
2002-02-12 00:00:00,205.75
2002-02-13 00:00:00,208.75
2002-02-14 00:00:00,206.75
2002-02-15 00:00:00,205.0
2002-02-18 00:00:00,205.0
2002-02-19 00:00:00,205.75
2002-02-20 00:00:00,206.75
2002-02-21 00:00:00,206.75
2002-02-22 00:00:00,205.25
2002-02-25 00:00:00,202.0
2002-02-26 00:00:00,198.75
2002-02-27 00:00:00,199.75
2002-02-28 00:00:00,200.5
2002-03-01 00:00:00,200.5
2002-03-04 00:00:00,199.25
2002-03-05 00:00:00,202.5
2002-03-06 00:00:00,201.5
2002-03-07 00:00:00,200.75
2002-03-08 00:00:00,202.0
2002-03-11 00:00:00,204.0
2002-03-12 00:00:00,204.75
2002-03-13 00:00:00,202.5
2002-03-14 00:00:00,203.0
2002-03-15 00:00:00,205.75
2002-03-18 00:00:00,206.25
2002-03-19 00:00:00,206.5
2002-03-20 00:00:00,205.75
2002-03-21 00:00:00,205.5
2002-03-22 00:00:00,204.75
2002-03-25 00:00:00,203.75
2002-03-26 00:00:00,204.5
2002-03-27 00:00:00,206.25
2002-03-28 00:00:00,202.5
2002-04-01 00:00:00,203.5
2002-04-02 00:00:00,203.75
2002-04-03 00:00:00,201.25
2002-04-04 00:00:00,201.5
2002-04-05 00:00:00,200.5
2002-04-08 00:00:00,201.5
2002-04-09 00:00:00,201.25
2002-04-10 00:00:00,199.75
2002-04-11 00:00:00,198.75
2002-04-12 00:00:00,197.75
2002-04-15 00:00:00,196.0
2002-04-16 00:00:00,197.75
2002-04-17 00:00:00,199.75
2002-04-18 00:00:00,198.25
2002-04-19 00:00:00,197.25
2002-04-22 00:00:00,198.75
2002-04-23 00:00:00,198.75
2002-04-24 00:00:00,197.75
2002-04-25 00:00:00,197.0
2002-04-26 00:00:00,196.25
2002-04-29 00:00:00,192.5
2002-04-30 00:00:00,193.5
2002-05-01 00:00:00,196.5
2002-05-02 00:00:00,194.5
2002-05-03 00:00:00,194.75
2002-05-06 00:00:00,194.0
2002-05-07 00:00:00,199.0
2002-05-08 00:00:00,198.5
2002-05-09 00:00:00,200.25
2002-05-10 00:00:00,201.25
2002-05-13 00:00:00,209.75
2002-05-14 00:00:00,209.0
2002-05-15 00:00:00,216.25
2002-05-16 00:00:00,213.25
2002-05-17 00:00:00,209.0
2002-05-20 00:00:00,211.5
2002-05-21 00:00:00,210.75
2002-05-22 00:00:00,207.5
2002-05-23 00:00:00,207.75
2002-05-24 00:00:00,205.0
2002-05-27 00:00:00,205.0
2002-05-28 00:00:00,207.5
2002-05-29 00:00:00,211.5
2002-05-30 00:00:00,212.5
2002-05-31 00:00:00,214.0
2002-06-03 00:00:00,209.5
2002-06-04 00:00:00,210.5
2002-06-05 00:00:00,210.25
2002-06-06 00:00:00,209.0
2002-06-07 00:00:00,206.75
2002-06-10 00:00:00,206.75
2002-06-11 00:00:00,204.25
2002-06-12 00:00:00,206.75
2002-06-13 00:00:00,211.75
2002-06-14 00:00:00,209.25
2002-06-17 00:00:00,208.0
2002-06-18 00:00:00,206.75
2002-06-19 00:00:00,208.75
2002-06-20 00:00:00,210.0
2002-06-21 00:00:00,210.25
2002-06-24 00:00:00,218.0
2002-06-25 00:00:00,219.75
2002-06-26 00:00:00,221.5
2002-06-27 00:00:00,226.0
2002-06-28 00:00:00,225.5
2002-07-01 00:00:00,232.75
2002-07-02 00:00:00,227.75
2002-07-03 00:00:00,224.5
2002-07-04 00:00:00,224.5
2002-07-05 00:00:00,229.5
2002-07-08 00:00:00,223.25
2002-07-09 00:00:00,226.25
2002-07-10 00:00:00,222.0
2002-07-11 00:00:00,216.0
2002-07-12 00:00:00,214.25
2002-07-15 00:00:00,227.25
2002-07-16 00:00:00,234.75
2002-07-17 00:00:00,231.5
2002-07-18 00:00:00,232.75
2002-07-19 00:00:00,234.75
2002-07-22 00:00:00,246.0
2002-07-23 00:00:00,241.5
2002-07-24 00:00:00,249.25
2002-07-25 00:00:00,244.25
2002-07-26 00:00:00,243.0
2002-07-29 00:00:00,231.0
2002-07-30 00:00:00,236.0
2002-07-31 00:00:00,247.25
2002-08-01 00:00:00,249.25
2002-08-02 00:00:00,252.75
2002-08-05 00:00:00,253.5
2002-08-06 00:00:00,251.25
2002-08-07 00:00:00,249.0
2002-08-08 00:00:00,246.25
2002-08-09 00:00:00,250.25
2002-08-12 00:00:00,260.75
2002-08-13 00:00:00,267.75
2002-08-14 00:00:00,273.0
2002-08-15 00:00:00,272.25
2002-08-16 00:00:00,270.75
2002-08-19 00:00:00,266.0
2002-08-20 00:00:00,259.5
2002-08-21 00:00:00,261.25
2002-08-22 00:00:00,260.5
2002-08-23 00:00:00,262.5
2002-08-26 00:00:00,263.25
2002-08-27 00:00:00,261.25
2002-08-28 00:00:00,259.5
2002-08-29 00:00:00,256.5
2002-08-30 00:00:00,259.5
2002-09-02 00:00:00,259.5
2002-09-03 00:00:00,265.75
2002-09-04 00:00:00,270.5
2002-09-05 00:00:00,272.0
2002-09-06 00:00:00,273.0
2002-09-09 00:00:00,278.75
2002-09-10 00:00:00,275.25
2002-09-11 00:00:00,281.0
2002-09-12 00:00:00,274.25
2002-09-13 00:00:00,266.5
2002-09-16 00:00:00,278.0
2002-09-17 00:00:00,276.5
2002-09-18 00:00:00,272.5
2002-09-19 00:00:00,266.75
2002-09-20 00:00:00,260.75
2002-09-23 00:00:00,254.25
2002-09-24 00:00:00,259.5
2002-09-25 00:00:00,258.5
2002-09-26 00:00:00,260.5
2002-09-27 00:00:00,258.75
2002-09-30 00:00:00,251.5
2002-10-01 00:00:00,255.75
2002-10-02 00:00:00,257.0
2002-10-03 00:00:00,254.5
2002-10-04 00:00:00,257.75
2002-10-07 00:00:00,260.0
2002-10-08 00:00:00,257.5
2002-10-09 00:00:00,256.0
2002-10-10 00:00:00,251.5
2002-10-11 00:00:00,246.75
2002-10-14 00:00:00,245.5
2002-10-15 00:00:00,254.0
2002-10-16 00:00:00,253.25
2002-10-17 00:00:00,255.5
2002-10-18 00:00:00,254.25
2002-10-21 00:00:00,254.25
2002-10-22 00:00:00,251.5
2002-10-23 00:00:00,250.25
2002-10-24 00:00:00,250.25
2002-10-25 00:00:00,250.25
2002-10-28 00:00:00,247.5
2002-10-29 00:00:00,249.0
2002-10-30 00:00:00,246.0
2002-10-31 00:00:00,247.5
2002-11-01 00:00:00,247.5
2002-11-04 00:00:00,244.25
2002-11-05 00:00:00,242.0
2002-11-06 00:00:00,243.0
2002-11-07 00:00:00,241.0
2002-11-08 00:00:00,235.75
2002-11-11 00:00:00,235.75
2002-11-12 00:00:00,238.25
2002-11-13 00:00:00,240.5
2002-11-14 00:00:00,244.0
2002-11-15 00:00:00,242.0
2002-11-18 00:00:00,243.75
2002-11-19 00:00:00,247.5
2002-11-20 00:00:00,248.0
2002-11-21 00:00:00,246.5
2002-11-22 00:00:00,247.75
2002-11-25 00:00:00,243.25
2002-11-26 00:00:00,242.25
2002-11-27 00:00:00,240.75
2002-11-28 00:00:00,240.75
2002-11-29 00:00:00,240.25
2002-12-02 00:00:00,240.25
2002-12-03 00:00:00,237.75
2002-12-04 00:00:00,237.75
2002-12-05 00:00:00,234.0
2002-12-06 00:00:00,233.25
2002-12-09 00:00:00,232.0
2002-12-10 00:00:00,234.5
2002-12-11 00:00:00,237.75
2002-12-12 00:00:00,236.0
2002-12-13 00:00:00,236.5
2002-12-16 00:00:00,238.75
2002-12-17 00:00:00,238.25
2002-12-18 00:00:00,240.0
2002-12-19 00:00:00,239.75
2002-12-20 00:00:00,239.25
2002-12-23 00:00:00,242.75
2002-12-24 00:00:00,242.75
2002-12-26 00:00:00,242.75
2002-12-27 00:00:00,239.75
2002-12-30 00:00:00,235.75
2002-12-31 00:00:00,235.75
2003-01-02 00:00:00,237.0
2003-01-03 00:00:00,236.0
2003-01-06 00:00:00,235.75
2003-01-07 00:00:00,240.0
2003-01-08 00:00:00,245.25
2003-01-09 00:00:00,243.5
2003-01-10 00:00:00,234.75
2003-01-13 00:00:00,230.5
2003-01-14 00:00:00,231.25
2003-01-15 00:00:00,231.25
2003-01-16 00:00:00,230.75
2003-01-17 00:00:00,232.75
2003-01-20 00:00:00,232.75
2003-01-21 00:00:00,233.75
2003-01-22 00:00:00,234.75
2003-01-23 00:00:00,235.5
2003-01-24 00:00:00,235.5
2003-01-27 00:00:00,235.0
2003-01-28 00:00:00,238.5
2003-01-29 00:00:00,235.5
2003-01-30 00:00:00,237.0
2003-01-31 00:00:00,238.25
2003-02-03 00:00:00,236.75
2003-02-04 00:00:00,237.75
2003-02-05 00:00:00,236.75
2003-02-06 00:00:00,239.0
2003-02-07 00:00:00,239.75
2003-02-10 00:00:00,241.5
2003-02-11 00:00:00,241.5
2003-02-12 00:00:00,239.25
2003-02-13 00:00:00,239.75
2003-02-14 00:00:00,240.25
2003-02-17 00:00:00,240.25
2003-02-18 00:00:00,238.25
2003-02-19 00:00:00,235.25
2003-02-20 00:00:00,235.5
2003-02-21 00:00:00,231.75
2003-02-24 00:00:00,230.75
2003-02-25 00:00:00,232.0
2003-02-26 00:00:00,231.75
2003-02-27 00:00:00,230.25
2003-02-28 00:00:00,231.75
2003-03-03 00:00:00,233.5
2003-03-04 00:00:00,236.0
2003-03-05 00:00:00,236.75
2003-03-06 00:00:00,239.75
2003-03-07 00:00:00,239.75
2003-03-10 00:00:00,237.25
